45577,45313,46735,46137,47782,47501,46396,46424,47527,47366,47129,46364,47423,47247,46601,45633,45894,44934,45982,46362,46515,46427,46584,46665,46259,45662,47146,46230,46198,44691,45926,46265,46866,45655,46200,46659,47310,46437,46459,46377,45294,45808,46349,46282,47167,46392,47274,47388,46281,46409,46364,46455,46001,45106,45263,46482,47371,46530,46439,46616,45931,46373,45782,45772,47044,45239,46006,44135,46722,46718,47833,47158,46727,46165,46656,45181,45588,46504,46581,45421,46428,46253,47532,46633,47390,46109,45987,45402,45683,45854,45957,46018,45717,47210,46072,46998,47633,46530,46615,45739,46695,46477,46326,45539,45323,45314,46042,45004,46125,45897,46082,46206,46537,47102,46747,46613,45814,45034,46652,46637,46159,44982,46628,45949,45454,46769,46774,46827,48313,47051,47483,46226,45766,46412,46421,45695,47308,46979,45547,47164,45896,46502,46296,46263,46642,46209,45699,45497,45780,45723,45878,46092,47095,46704,45253,47012,45652,44970,45550,46867,47168,46089,46289,46267,46072,45929,46070,46415,45470,46663,47104,43732,45419,47324,46479,46072,46663,47518,46916,46188,47085,47048,45189,47245,48126,46165,46620,46477,46273,43907,45196,48541,46614,46739,46956,45941
46084,45808,46901,47101,47083,47505,47238,46388,46677,48268,47438,46995,46540,46651,46643,45967,45970,45118,46262,47072,46833,46807,47703,46750,45716,45847,47123,46863,46225,45535,46288,45974,46537,45982,45825,46894,47048,46994,46433,45815,45566,46600,46970,46102,46580,47071,47347,47075,45878,47122,47382,47722,47299,46458,45157,45140,46892,47943,47138,46823,46132,46505,46182,46220,46004,45437,46540,44948,47124,47663,46957,47425,46827,46805,47278,45105,45366,46586,47325,45359,46318,46497,47737,47338,47643,46602,46075,45780,46134,45700,46197,45787,46303,46968,46336,47247,47745,47273,45864,45377,45700,47917,46666,45694,44845,46017,47107,46786,46032,46273,46858,45943,47665,46218,46621,47294,47093,46108,46414,46623,47178,45587,47174,46566,45195,46400,46436,46831,47087,46828,47895,45690,45612,46833,46390,45498,47823,47254,46039,46932,46887,46549,47088,46321,47234,45340,45734,45925,45878,46838,45975,46795,46538,46721,46604,46999,46691,44674,45762,46726,46256,46510,46184,45810,45626,46177,47556,46557,45584,46528,46379,45354,46096,47437,47007,45709,46747,47280,46902,46917,46746,47759,46006,48046,49282,46180,45771,46611,46392,44734,46003,48249,46484,45986,46265,46093
45492,45731,46427,46441,48010,47243,47154,46818,47386,47636,47423,46580,47560,46802,46986,45525,45356,45385,47027,47071,46763,46875,47187,47040,46982,46009,47172,47013,45950,45698,46277,47454,47590,46209,45809,46928,47264,46948,46463,46619,45806,45715,46995,45921,46943,47171,47041,47349,46235,45830,47384,47244,45841,46278,45791,46086,48216,47426,46515,46128,46094,46813,46576,46412,46702,45880,46134,45091,47421,47563,48220,47386,47045,47642,47508,45570,45857,46783,47136,45732,46352,46572,47382,47555,47175,46842,46625,44500,45901,45536,46813,46192,46396,47426,47053,47122,49136,46488,46188,45436,46293,47659,46875,46639,45151,46066,46656,46780,46168,46950,47510,45312,46846,47369,46678,47446,46409,46637,45695,47715,46729,46696,47082,46098,45527,46416,46946,46740,47921,47474,47888,46487,45454,46826,45920,45522,46768,47322,46953,47056,47068,46380,47170,46777,46273,46131,45856,45282,46084,46810,46158,47304,47102,47549,45181,47197,46171,45464,46124,46210,46825,46611,46740,46059,46800,46798,46957,46753,46286,47239,47038,45476,45939,48068,46951,45927,46903,47665,47551,46214,46737,47447,46469,47662,49008,46610,47015,47062,46544,45109,46260,49031,46399,46497,47296,46724
45795,44970,47297,46524,47306,47883,46641,46272,46424,47673,47572,45817,47534,47212,47062,45483,46027,45180,46630,47072,46638,46395,46564,46902,46901,46197,47009,46219,46613,45055,46260,45393,46911,46423,45736,47834,47206,46637,46065,45876,45676,46126,46213,45394,46277,46425,47541,46812,46547,46501,46834,46410,46679,45630,44267,46020,47809,47683,47295,46375,46257,45766,46090,45478,45979,45916,45526,45240,46850,47094,47181,46563,47170,46458,46682,44565,45090,46994,47235,45418,46352,45827,47733,46999,48606,46800,45627,45912,46163,45078,46219,45263,46362,46643,46115,47737,48321,46433,45971,46072,46019,46939,46817,45518,45844,45676,45671,46300,46518,45519,47642,46503,46607,46696,46809,46594,46589,45928,45743,47579,46531,45516,46250,45694,44823,46886,46678,45888,48300,47300,47109,46331,45437,46454,46307,45837,47118,46723,46523,46919,47186,46290,46961,46427,46182,46175,46340,45533,45912,46405,45494,46160,47072,47063,45406,47181,46203,44645,45347,46377,46649,45371,46317,45941,45594,46687,46070,46258,45881,46725,46968,44128,46409,46862,46651,45670,47220,47348,46935,46471,46636,46655,45405,47372,49055,46253,45992,46798,45813,45515,46380,49009,45597,46336,46939,46539
47279,45890,47077,47275,47115,47899,47162,46484,47934,47884,48400,47631,47142,46886,47540,46054,46123,46173,47466,47384,48526,46922,48051,47360,47853,46648,47943,47546,46720,46275,46562,46497,47942,46795,46856,47769,47664,47460,47219,47150,46636,46621,46937,47280,47705,47953,48530,47595,47369,47314,47349,47814,46684,45296,46999,46486,48360,48449,47507,47701,47848,46667,46819,46814,48065,46342,47173,46353,48013,47627,48163,46870,47746,48043,48517,45540,46002,47871,47711,46820,47868,47486,47395,48241,47557,47447,47205,45625,46410,45753,47142,46075,46928,47736,47294,47800,49839,46741,47181,46111,46722,47591,47446,46114,46242,46057,47354,47534,47559,46678,47440,47083,47481,47135,47587,47904,47864,47331,47134,47971,46939,46788,47200,47266,46053,47155,47618,46268,48543,47514,48352,47066,46833,47895,46848,46165,48291,47150,47515,48196,47096,47263,47813,46911,47773,46916,46016,45902,46037,47010,46236,47413,47844,46690,46064,47632,46673,46327,46821,47507,47191,46805,46609,47225,47740,47089,47416,47166,45459,47005,48316,45206,47501,49403,48158,46873,47101,49139,48264,48035,47310,48985,46237,47896,48965,47114,46601,47134,46491,46198,46928,49950,47336,46937,47405,46587
46764,46153,47355,47108,47838,48914,47237,46252,47169,47975,47637,47395,47453,47020,47354,47148,46512,45813,47190,47534,47483,47093,47414,47534,47179,46258,48094,46919,46352,45345,46031,46932,46905,46458,46761,47347,47685,47575,46938,46393,45719,46369,46857,45959,47972,48406,48589,47884,46934,47404,47162,48137,46511,46709,45864,46438,48913,47298,47074,47265,47138,46922,47341,46695,46991,46408,47026,44781,47712,48188,47788,48048,47933,47992,48351,46160,46398,46907,47007,46652,46527,46729,47705,47853,47397,47372,47109,46396,46960,45862,46638,45878,46489,47804,45720,47700,48925,47726,46200,46757,47332,47593,47533,47029,46218,46801,46472,47104,47527,46414,48476,46395,46594,47661,46990,47705,46555,47002,46976,47878,47436,46843,47669,46363,45830,47109,46337,46948,48584,47262,47273,46371,45619,47870,47369,46175,47228,47758,46762,47626,46650,47875,48333,47402,47514,46622,46423,46312,46837,46588,46437,46633,48265,47985,46240,47055,46848,46115,46598,46367,47093,47227,46989,47397,46916,47331,47293,47201,46397,48386,47655,45568,46153,48207,47631,47507,47859,49015,47631,47058,47946,47780,46019,48623,49528,46957,46524,47503,46345,45585,47048,49758,46508,47545,47599,47448
46152,46472,47088,47157,48304,47105,46896,47810,48262,48251,47406,46393,47341,47275,46995,46417,45924,45880,47320,47271,47367,47693,48343,46603,48039,46418,47842,47410,46187,45983,45911,45880,48245,46867,47352,47645,47587,46839,47421,46110,45321,46284,47167,46500,47556,47475,48070,47852,47759,46981,47805,47363,47500,46635,45963,46691,48427,47652,47141,47129,47270,47033,47022,47086,47669,46780,47725,45914,47555,47497,47757,47428,46806,46899,48605,45890,45609,47288,46845,44923,47253,46699,47785,46914,48026,46878,46417,45969,46348,45877,46670,46372,46357,47015,47369,48187,48939,46613,46293,45950,46122,47112,47263,46828,46030,46672,47538,47108,47385,45805,46895,46649,47286,47562,47271,47658,47110,46468,47227,47157,46761,46200,47729,46847,44970,46883,46771,46489,49358,47145,47586,46382,45887,47322,46914,46307,47540,46520,47158,48180,45936,46930,47799,47310,47100,46790,46569,45734,45853,46970,46322,45965,47393,47143,45428,47420,46199,46080,46077,47860,47595,46941,47443,45811,47043,46645,47169,46737,46399,47245,47280,45822,46543,48701,47155,45880,47374,48395,46412,46744,47963,47029,46354,47691,49327,47549,47009,47842,46281,45315,46738,48257,47490,46693,47841,47066
45041,46023,47235,46038,47765,48059,47063,47331,47118,47404,47491,46125,47098,46420,47131,46345,45918,45567,47264,46758,46850,47084,47119,46991,47350,46049,46878,46937,46906,45233,45863,46168,46853,46689,46504,47148,47203,46782,46718,45834,46242,46178,47237,46537,47418,46766,48080,47522,46502,47052,47579,47344,45975,45637,46109,46254,47890,46852,46719,47376,46177,47136,45888,46535,46946,46164,46253,45645,47201,47434,47411,46862,47712,47009,47424,45970,45666,47118,47452,45150,46238,45809,47357,47559,46791,47274,45889,46076,45733,46050,46836,45910,46097,46049,46552,47739,48838,46886,45785,45550,45687,47696,46752,45753,45770,45918,46663,47072,47057,46281,47128,46250,46900,47147,46853,46763,46872,46068,46361,48195,46782,44897,46387,46347,45358,47084,46943,46345,48714,47092,47433,47093,45999,47685,46818,46488,47173,47492,46628,47425,46296,47150,48059,46987,46868,46894,45609,46210,46489,46529,46764,46281,47592,46281,45879,47327,46930,45412,45623,46861,46353,46535,46872,47065,46272,47027,46548,46379,45515,46393,47649,45728,46260,47544,47562,45904,46886,47323,47934,46554,47092,47126,46440,47198,48899,46763,47081,46264,46254,45244,46153,49329,46016,46447,46415,46428
45376,45750,47223,46574,46768,47668,47368,46260,47576,46923,47183,46612,47775,46253,46687,46440,45671,45236,46802,47084,47144,46473,46576,46898,46495,45809,47487,47000,46041,45038,46560,45512,47500,46195,46351,46454,47605,46678,46222,45634,45465,45720,46658,46152,46116,47177,47249,46553,47132,45793,46240,46567,46388,45936,44815,46370,48255,46967,46251,46930,47080,45444,46233,46074,46262,45318,45821,44810,46590,46874,47041,46899,46884,46180,46891,44664,45625,46281,46568,45111,45902,46369,47850,45972,46868,46585,46129,45404,45959,45362,46295,45732,45841,46741,45643,47313,47984,46409,46061,45522,45763,47137,46406,45787,44913,45536,45878,46116,46153,46915,47506,46395,46474,46201,46778,46974,45985,46140,45587,46955,46327,45775,46578,46068,45600,46773,46272,46771,48734,46605,47326,46694,45845,46786,46844,45856,47377,46460,46412,47229,46635,46704,47040,45956,46324,45776,45884,45060,46067,46028,45399,45684,46942,46103,46070,46725,45593,44877,46170,46640,46269,46407,46142,46084,46579,46057,47206,46795,45549,46445,47772,44915,45510,47130,46749,45927,47225,47375,47697,46347,46805,46659,45453,46531,49041,46493,45851,46959,46548,44708,45739,48720,46236,46438,46839,46377
45718,46140,47998,46515,47798,47648,47387,46877,46368,47766,48209,46890,47486,47368,47209,47016,46368,45185,47646,47364,47542,47101,47583,47227,47610,46363,47784,47029,45676,45754,46011,46516,47020,47138,47276,46676,47618,47446,46474,46213,45083,46919,46859,46318,46705,47384,47733,47379,47172,46606,46747,47217,46836,46164,45671,46533,48740,48171,47020,47428,46008,47536,46746,46728,47342,46149,47016,44950,48220,47962,47841,47591,46992,47549,48478,45244,46333,46691,47024,46323,46225,46669,48257,46896,47681,47204,46626,45807,46080,45084,45637,46771,45450,46844,46667,48290,49031,46860,46500,45553,46402,47242,47093,46069,45404,46164,47139,47903,46224,45843,47260,46379,47731,47208,47070,47012,46779,46889,47038,47284,46487,46034,47293,47644,46251,46856,47233,47475,48853,47530,48183,47223,46924,47001,46560,45338,47840,48217,46442,47507,46871,47316,47234,47453,46741,46982,45703,45708,46635,46347,46504,46929,47494,46730,45494,47324,46037,46506,46654,46421,47403,46311,46563,46894,47388,46646,47342,47075,46435,47016,47277,45353,46174,48234,47790,46679,47205,48245,46976,46761,47115,47142,46312,47342,49467,46779,47341,46544,46445,45021,46261,48793,46259,46338,47489,46574
